gene,f_score,p_value,chrom,start,genome_pos,cytoband
CCNG1,150.02087777806298,6.997418073299477e-31,chr5,163437570.0,1043097635.0,5q34
NUDT16L1,149.98932652138387,7.0865086423803745e-31,chr16,4693692.0,2405135909.0,16p13.3
C1orf112,149.98082912210776,7.110696518062722e-31,chr1,169794729.0,169794729.0,1q24.2
KCNMB1,149.97049836815083,7.14021465956418e-31,chr5,170374670.0,1050034735.0,5q35.1
SHKBP1,149.90026315702542,7.3441845709065405e-31,chr19,40576872.0,2694988160.0,19q13.2
H3F3A,149.8768307871084,7.413527138066042e-31,chr1,226061830.0,226061830.0,1q42.12
AIM1L,149.77074277491917,7.735783019517835e-31,chr1,26321858.0,26321858.0,1p36.11
SOCS7,149.76898491054902,7.741239501296952e-31,chr17,38351843.0,2529132405.0,17q12
MRPL14,149.71430692052016,7.912904415910926e-31,chr6,44113450.0,1105311774.0,6p21.1
ZBTB4,149.67300702760392,8.04509596711416e-31,chr17,7459377.0,2498239939.0,17p13.1
UTRN,149.638169205326,8.158325579723465e-31,chr6,144291736.0,1205490060.0,6q24.2
SRXN1,149.4318412249681,8.862488449475003e-31,chr20,646623.0,2713675527.0,20p13
FAM126A,149.41826890030973,8.910891487346207e-31,chr7,22934230.0,1254938533.0,7p15.3
HOOK1,149.1299345091324,1.0004250634930095e-30,chr1,59814948.0,59814948.0,1p32.1
UCK2,149.0049073177903,1.0519280245129754e-30,chr1,165827613.0,165827613.0,1q24.1
RAB40C,148.88629045853278,1.10324818621821e-30,chr16,589356.0,2401031573.0,16p13.3
GREM2,148.77145754971704,1.1553239038180762e-30,chr1,240489572.0,240489572.0,1q43
CRYZL1,148.72849692589455,1.1754341277467765e-30,chr21,33589340.0,2811062411.0,21q22.11
CKAP4,148.67418777284288,1.201360211262121e-30,chr12,106237880.0,2050005553.0,12q23.3
FKBP4,148.5650491328892,1.2552091604550226e-30,chr12,2794969.0,1946562642.0,12p13.33
TMEM41A,148.53164359538974,1.27217069239325e-30,chr3,185489600.0,676639551.0,3q27.2
TRAF2,148.50545796355016,1.2856270025517056e-30,chr9,136886515.0,1673375427.0,9q34.3
RAB26,148.28568720784634,1.4043434296436712e-30,chr16,2148143.0,2402590360.0,16p13.3
DNA2L,148.09584966686646,1.5157120413317311e-30,chr10,68414063.0,1743297692.0,10q21.3
GPR144,148.08272911263495,1.5237289512845098e-30,,,,
THRAP3,147.7525893198524,1.7400762530336584e-30,chr1,36224442.0,36224442.0,1p34.3
C20orf103,147.6292312606678,1.8286064031652715e-30,chr20,9514357.0,2722543261.0,20p12.2
KLHL4,147.5133313753854,1.9158988237935874e-30,chrX,87517801.0,2962519323.0,Xq21.31
GTF3C4,147.3840184766235,2.018238952597699e-30,chr9,132670034.0,1669158946.0,9q34.13
TMEM9,147.36093569396792,2.037075817001408e-30,chr1,201134770.0,201134770.0,1q32.1
KLHL21,147.34890847009953,2.0469605252266038e-30,chr1,6590723.0,6590723.0,1p36.31
FGF14,147.23688956156636,2.1413679258866562e-30,chr13,101710803.0,2178753785.0,13q33.1
CARD6,147.21822273498253,2.157519390401835e-30,chr5,40841366.0,920501431.0,5p13.1
LCAT,146.9207522115818,2.4320434104423995e-30,chr16,67939749.0,2468381966.0,16q22.1
MTX1,146.90931333826936,2.443272987046611e-30,chr1,155208698.0,155208698.0,1q22
EPRS,146.89246848537198,2.4599044284878663e-30,chr1,219968599.0,219968599.0,1q41
RNPEP,146.85519203052593,2.4971136161246575e-30,chr1,201982647.0,201982647.0,1q32.1
PDGFRA,146.80358890326065,2.5495576115888903e-30,chr4,54229292.0,743674802.0,4q12
PKHD1L1,146.64773475932063,2.7147581117918033e-30,chr8,109362460.0,1500712736.0,8q23.1
NMNAT2,146.57388792668752,2.7967429528554926e-30,chr1,183248236.0,183248236.0,1q25.3
RPL34,146.40368328248255,2.9952933850547033e-30,chr4,108620557.0,798066067.0,4q25
ASPHD2,146.29089014067833,3.134604556142912e-30,chr22,26429259.0,2850612313.0,22q12.1
ATIC,146.25020983552912,3.186428951113204e-30,chr2,215312058.0,464268480.0,2q35
ZDHHC9,146.1524984397634,3.3144481141033344e-30,chrX,129803287.0,3004804809.0,Xq26.1
LPHN3,146.0838666676148,3.4074418500041994e-30,chr4,61201229.0,750646739.0,4q13.1
SNX27,146.07061199972793,3.4257008979020935e-30,chr1,151612049.0,151612049.0,1q21.3
NIPSNAP1,145.87526951585946,3.706468800323445e-30,chr22,29554808.0,2853737862.0,22q12.2
BMP8B,145.83878982727626,3.7614057762232145e-30,chr1,39757181.0,39757181.0,1p34.2
MARK2,145.4641824675046,4.3750798775184084e-30,chr11,63838927.0,1872519978.0,11q13.1
RGS19,145.30421415232075,4.66686191734513e-30,chr20,64073180.0,2777102084.0,20q13.33
TNXB,145.1351944974544,4.996401012994499e-30,chr6,32008419.0,1093206743.0,6p21.33
SLC1A7,145.11516169715622,5.036976026674736e-30,chr1,53087182.0,53087182.0,1p32.3
DNAJA3,145.05802659749824,5.154524702813942e-30,chr16,4425804.0,2404868021.0,16p13.3
LOC541472,144.93839507971182,5.409645912922444e-30,,,,
RECK,144.91373240043745,5.463795840268267e-30,chr9,36036912.0,1572525824.0,9p13.3
SMG7,144.9023508633771,5.488968500564992e-30,chr1,183472498.0,183472498.0,1q25.3
CACNB3,144.85091911754665,5.6041797602050786e-30,chr12,48814479.0,1992582152.0,12q13.12
CLCN7,144.8398898443155,5.6292005045291194e-30,chr16,1444932.0,2401887149.0,16p13.3
DAZAP1,144.83065775602603,5.6502303666621736e-30,chr19,1407585.0,2655818873.0,19p13.3
ZBTB20,144.79942912689992,5.7219524972096295e-30,chr3,114314499.0,605464450.0,3q13.31
GALNTL2,144.64329453774772,6.094482478264675e-30,chr3,16174679.0,507324630.0,3p25.1
BNC1,144.63714558144537,6.109641706834237e-30,chr15,83255884.0,2381706912.0,15q25.2
LARP4,144.5862760445594,6.236512296005143e-30,chr12,50400808.0,1994168481.0,12q13.12
POLR3K,144.43668794749885,6.625117888781752e-30,chr16,46406.0,2400488623.0,16p13.3
CDCA4,144.43339567623093,6.633938592254272e-30,chr14,105009572.0,2296416882.0,14q32.33
LYRM7,144.3491585753762,6.86368065888571e-30,chr5,131170943.0,1010831008.0,5q23.3
SOX7,144.19717076607276,7.298590658276021e-30,chr8,10723767.0,1402074043.0,8p23.1
MSI2,144.1529019190207,7.43039016779739e-30,chr17,57255850.0,2548036412.0,17q22
TM4SF18,143.97536897400676,7.983388920317305e-30,chr3,149318497.0,640468448.0,3q25.1
MST150,143.95238388571184,8.057942321652441e-30,chr5,150777945.0,1030438010.0,5q33.1
ATP6V0C,143.56511787771583,9.424522169845483e-30,chr16,2513725.0,2402955942.0,16p13.3
MT1JP,143.55143522612144,9.476845494351894e-30,chr16,56635738.0,2457077955.0,16q13
ZNF330,143.36260112516757,1.0229454390421393e-29,chr4,141220894.0,830666404.0,4q31.21
C19orf21,143.24033894855694,1.0748440887053826e-29,chr19,751111.0,2655162399.0,19p13.3
LOC440248,143.2160167377646,1.0854794933017597e-29,,,,
SAV1,143.03301037698708,1.1689640762371488e-29,chr14,50633579.0,2242040889.0,14q22.1
PITX1,142.93834810851163,1.214645917660036e-29,chr5,135027733.0,1014687798.0,5q31.1
FAM120A,142.89966092138312,1.233827272466528e-29,chr9,93451684.0,1629940596.0,9q22.31
HIST1H2BL,142.77603885779052,1.2971813286810116e-29,chr6,27807478.0,1089005802.0,6p22.1
RPUSD1,142.5953496604473,1.3957014305678277e-29,chr16,784973.0,2401227190.0,16p13.3
B3GALNT2,142.52167052910906,1.4379988097179565e-29,chr1,235447189.0,235447189.0,1q42.3
NAP1L2,142.48519735098682,1.4594107874724344e-29,chrX,73212300.0,2948213822.0,Xq13.2
C12orf48,142.47400528165338,1.466045147813594e-29,chr12,102120182.0,2045887855.0,12q23.2
PCYT1A,142.465044033074,1.471378948058298e-29,chr3,196234367.0,687384318.0,3q29
C18orf24,142.45431202757663,1.477792347712793e-29,chr18,50375045.0,2624413048.0,18q21.1
CPNE8,142.4198208059998,1.4985947230472068e-29,chr12,38652202.0,1982419875.0,12q12
SLC16A3,142.38405303572222,1.5204774470741438e-29,chr17,82228405.0,2573008967.0,17q25.3
RPL21,142.29424899016345,1.5768433406381175e-29,chr13,27251554.0,2104294536.0,13q12.2
SLC47A2,142.22954303883446,1.6187517196949003e-29,chr17,19678291.0,2510458853.0,17p11.2
XPO5,142.19422488855687,1.6420960612996332e-29,chr6,43522329.0,1104720653.0,6p21.1
NTF5,142.14243647802772,1.6769390866957506e-29,chr19,49061139.0,2703472427.0,19q13.33
FAM122B,142.08746357973794,1.7147367742427474e-29,chrX,134769565.0,3009771087.0,Xq26.3
HUWE1,142.08183228464478,1.7186566342278765e-29,chrX,53532095.0,2928533617.0,Xp11.22
C20orf160,142.0443412546783,1.74498379155709e-29,chr20,32010437.0,2745039341.0,20q11.21
HIST1H2AB,141.9884411878595,1.784991744854174e-29,chr6,26033091.0,1087231415.0,6p22.2
TOMM34,141.97802845026828,1.7925452709963345e-29,chr20,44942129.0,2757971033.0,20q13.12
TRAIP,141.9760384123501,1.793992515400028e-29,chr3,49828613.0,540978564.0,3p21.31
AOX1,141.9725302328758,1.7965466761942855e-29,chr2,200586013.0,449542435.0,2q33.1
C10orf56,141.96740070045638,1.800287847307404e-29,chr10,79382326.0,1754265955.0,10q22.3
LAMB3,141.96312876132723,1.8034095076300665e-29,chr1,209614872.0,209614872.0,1q32.2
PVRL4,141.798943080887,1.9275932213521358e-29,chr1,161070997.0,161070997.0,1q23.3
GPSM2,141.7931036341193,1.932164610194947e-29,chr1,108876984.0,108876984.0,1p13.3
TMEM79,141.69691024245415,2.0090544099052375e-29,chr1,156282912.0,156282912.0,1q22
C19orf52,141.66774767963693,2.0329658506699338e-29,chr19,10928810.0,2665340098.0,19p13.2
RHOU,141.65462129581553,2.043821650104231e-29,chr1,228644646.0,228644646.0,1q42.13
MBNL2,141.65082969063252,2.046968203220768e-29,chr13,97141833.0,2174184815.0,13q32.1
LOC388284,141.6466405464534,2.0504503162356486e-29,,,,
FKBPL,141.62422243730293,2.0691860366068575e-29,chr6,32128706.0,1093327030.0,6p21.32
KDELR1,141.55536817928933,2.12781131190853e-29,chr19,48382575.0,2702793863.0,19q13.33
FBXO6,141.5089866940787,2.1682391344755434e-29,chr1,11664199.0,11664199.0,1p36.22
NGFR,141.4157472519285,2.2518575210359266e-29,chr17,49495292.0,2540275854.0,17q21.33
C20orf151,141.41314170590215,2.2542401203262188e-29,chr20,62410236.0,2775439140.0,20q13.33
PKD2,141.3852359830819,2.2799172412197977e-29,chr4,88007634.0,777453144.0,4q22.1
KRT19,141.37560287577486,2.2888490096769606e-29,chr17,41523616.0,2532304178.0,17q21.2
MRPS31,141.26085856565345,2.3979786298241764e-29,chr13,40729127.0,2117772109.0,13q14.11
MARVELD2,141.25228641794564,2.4063379284092468e-29,chr5,69415115.0,949075180.0,5q13.2
ZBTB9,141.11183181779478,2.5475458545875927e-29,chr6,33454575.0,1094652899.0,6p21.32
MGC11102,141.08865334635396,2.5716353383650253e-29,,,,
IRF7,141.07911606209368,2.5816137361108913e-29,chr11,612554.0,1809293605.0,11p15.5
USHBP1,141.00808167808862,2.6571662650323016e-29,chr19,17249173.0,2671660461.0,19p13.11
SCNM1,140.9667031637505,2.702195310017661e-29,chr1,151166143.0,151166143.0,1q21.3
CRTAP,140.90735870789305,2.76811530785544e-29,chr3,33114013.0,524263964.0,3p22.3
GARS,140.82325710962513,2.8643092485094764e-29,chr7,30594734.0,1262599037.0,7p14.3
TOMM40,140.7241470923552,2.9819848378166404e-29,chr19,44891219.0,2699302507.0,19q13.32
POLE2,140.6655341154724,3.0538479385986966e-29,chr14,49643551.0,2241050861.0,14q21.3
LOC402176,140.577868630268,3.164587938859324e-29,,,,
E2F2,140.46889069024724,3.307885643373059e-29,chr1,23506437.0,23506437.0,1p36.12
PPP1R15A,140.42420798565934,3.3685059424774813e-29,chr19,48872391.0,2703283679.0,19q13.33
TP63,140.39926867450643,3.402824179692818e-29,chr3,189596745.0,680746696.0,3q28
DKFZP564J102,140.21930514423286,3.661091773486422e-29,,,,
NUBP2,140.21019358484696,3.67467897019331e-29,chr16,1782959.0,2402225176.0,16p13.3
GBA,140.16287488440165,3.7460588527213385e-29,chr1,155234451.0,155234451.0,1q22
MTHFD2,140.05737572934882,3.910253331632276e-29,chr2,74198562.0,323154984.0,2p13.1
CSRP1,140.05520016313395,3.913714232076908e-29,chr1,201483529.0,201483529.0,1q32.1
ICAM2,139.87483225222897,4.2116008436237863e-29,chr17,64002594.0,2554783156.0,17q23.3
HIST1H2AD,139.86761683790868,4.2239796874396334e-29,chr6,26198783.0,1087397107.0,6p22.2
EDG4,139.82438994362394,4.2989085903496144e-29,chr19,19623655.0,2674034943.0,19p13.11
PTX3,139.80244186745048,4.3374621717574853e-29,chr3,157436849.0,648586800.0,3q25.32
EFCAB1,139.76480007440563,4.4043926143355716e-29,chr8,48710788.0,1440061064.0,8q11.21
PBX1,139.76022875259108,4.41259108879949e-29,chr1,164559183.0,164559183.0,1q23.3
ODF3L1,139.69495617175966,4.5313391686581916e-29,chr15,75724040.0,2374175068.0,15q24.2
CTNNAL1,139.55317927326777,4.8004345117052696e-29,chr9,108942576.0,1645431488.0,9q31.3
RMI1,139.46798370164737,4.969792340254064e-29,chr9,83980358.0,1620469270.0,9q21.32
RIBC2,139.46400001238246,4.9778565254902064e-29,chr22,45413692.0,2869596746.0,22q13.31
RNF213,139.40524304904332,5.098334913043953e-29,chr17,80260851.0,2571041413.0,17q25.3
LOC152573,139.37949580706112,5.152046376591192e-29,,,,
ZFAND3,139.37247878711744,5.166782837622471e-29,chr6,37819726.0,1099018050.0,6p21.2
ARTS-1,139.34263346268784,5.229935110632637e-29,chr5,96760809.0,976420874.0,5q15
C13orf15,139.24822030027443,5.434858601256167e-29,chr13,41457549.0,2118500531.0,13q14.11
PLIN,139.1654524997821,5.621124214723189e-29,chr15,89664369.0,2388115397.0,15q26.1
KCNMB2,139.16168600507768,5.629751325662314e-29,chr3,178536435.0,669686386.0,3q26.32
MAML2,139.16134953534626,5.630522651739452e-29,chr11,95976599.0,1904657650.0,11q21
POLR2H,139.1477607215442,5.661762552309352e-29,chr3,184361709.0,675511660.0,3q27.1
tcag7.1136,139.06536707211697,5.854940812358209e-29,,,,
PPME1,138.96857735550583,6.090338293498109e-29,chr11,74171288.0,1882852339.0,11q13.4
SLC7A3,138.93108027944234,6.184065016783708e-29,chrX,70925579.0,2945927101.0,Xq13.1
NARFL,138.7902144973275,6.549288304569748e-29,chr16,729764.0,2401171981.0,16p13.3
MICAL2,138.78935886673403,6.551571585120499e-29,chr11,12110575.0,1820791626.0,11p15.3
PNRC1,138.74672825837257,6.666350054022887e-29,chr6,89080750.0,1150279074.0,6q15
TRIM74,138.7169169611703,6.747810749858473e-29,chr7,72959484.0,1304963787.0,7q11.23
TBX18,138.702602511554,6.787279859251081e-29,chr6,84732495.0,1145930819.0,6q14.3
EGFR,138.64958823030761,6.935484286687129e-29,chr7,55019016.0,1287023319.0,7p11.2
KIAA0133,138.61996769568776,7.019699852573926e-29,chr1,229626215.0,229626215.0,1q42.13
C1orf123,138.53485945642853,7.267429374183528e-29,chr1,53214099.0,53214099.0,1p32.3
WDR24,138.47474991572645,7.447662396050238e-29,chr16,684621.0,2401126838.0,16p13.3
ARHGAP24,138.43894540155281,7.557143678974741e-29,chr4,85475149.0,774920659.0,4q21.23
DPM2,138.33551024296742,7.882579934118698e-29,chr9,127935098.0,1664424010.0,9q34.11
SYF2,138.29731217530272,8.006286277461468e-29,chr1,25222275.0,25222275.0,1p36.11
C1orf75,138.27899293044746,8.066303427042103e-29,chr1,212363927.0,212363927.0,1q32.3
H2BFS,138.22854558192586,8.233921913664254e-29,,,,
MEOX1,138.2002101621869,8.329598828916466e-29,chr17,43640389.0,2534420951.0,17q21.31
CTTNBP2,138.18998649015174,8.364393130297355e-29,chr7,117710650.0,1349714953.0,7q31.31
TUBE1,138.13349746021044,8.559288755252376e-29,chr6,112070662.0,1173268986.0,6q21
TROAP,138.0169351862177,8.975970435681211e-29,chr12,49323254.0,1993090927.0,12q13.12
DTYMK,137.95031308475612,9.223208981353668e-29,chr2,241675748.0,490632170.0,2q37.3
KLHL3,137.92993526959063,9.300188556464137e-29,chr5,137617499.0,1017277564.0,5q31.2
NACAP1,137.88359848058803,9.477639700196179e-29,chr8,101368892.0,1492719168.0,8q22.3
CCL21,137.7504756895475,1.0006577684517815e-28,chr9,34709004.0,1571197916.0,9p13.3
NFIB,137.66117369703568,1.0377905865925115e-28,chr9,14081842.0,1550570754.0,9p23
MGLL,137.65382038957887,1.0409091116117812e-28,chr3,127689061.0,618839012.0,3q21.3
CATSPER1,137.6445367237352,1.044859732895642e-28,chr11,66016751.0,1874697802.0,11q13.1
MYH3,137.59704597361718,1.065305801894532e-28,chr17,10628531.0,2501409093.0,17p13.1
TBCB,137.50096022164894,1.1079096217616016e-28,chr19,36114985.0,2690526273.0,19q13.12
ZDHHC24,137.4727551171023,1.1207372143214277e-28,chr11,66520624.0,1875201675.0,11q13.2
NMB,137.46843568716253,1.1227147948904212e-28,chr15,84655131.0,2383106159.0,15q25.2
RNASE4,137.36585663242514,1.1707219847257262e-28,chr14,20684559.0,2212091869.0,14q11.2
APOO,137.3133503984406,1.1960866887645166e-28,chrX,23833360.0,2898834882.0,Xp22.11
CCL23,137.21450894580903,1.2453409073170187e-28,chr17,36013057.0,2526793619.0,17q12
PTGER4,137.0029870435671,1.3576929655169912e-28,chr5,40679914.0,920339979.0,5p13.1
DGAT2,136.98985536573068,1.364994304206862e-28,chr11,75768732.0,1884449783.0,11q13.5
TRIB3,136.93858592749174,1.3938798206846375e-28,chr20,380628.0,2713409532.0,20p13
EMCN,136.85365740789524,1.4430851162788962e-28,chr4,100395340.0,789840850.0,4q24
GMPPA,136.8361474799485,1.4534446500386172e-28,chr2,219498890.0,468455312.0,2q35
ZNF408,136.79397713447227,1.478701564467033e-28,chr11,46701030.0,1855382081.0,11p11.2
EHMT2,136.7854555811625,1.4838585927071896e-28,chr6,31879759.0,1093078083.0,6p21.33
RGMA,136.6679955045438,1.5568092266015772e-28,chr15,93035270.0,2391486298.0,15q26.1
CDT1,136.65223650652104,1.5668666708283283e-28,chr16,88803788.0,2489246005.0,16q24.3
MYOZ2,136.6332312482357,1.5790826614165345e-28,chr4,119135831.0,808581341.0,4q26
GRK5,136.5935907963841,1.6048707651782896e-28,chr10,119207570.0,1794091199.0,10q26.11
PLEKHB2,136.58217511710788,1.612375316411501e-28,chr2,131104846.0,380061268.0,2q21.1
ETV1,136.57920125660823,1.6143360771861273e-28,chr7,13891230.0,1245895533.0,7p21.2
ZNF561,136.5560270012496,1.62969780271112e-28,chr19,9607329.0,2664018617.0,19p13.2
C12orf54,136.522479920362,1.6521957104281274e-28,chr12,48482497.0,1992250170.0,12q13.11
QKI,136.52238144383986,1.6522622091199146e-28,chr6,163414717.0,1224613041.0,6q26
HEL308,136.48642408228815,1.676723723765119e-28,chr4,83407342.0,772852852.0,4q21.23
CYP26B1,136.43683083333073,1.711059054248369e-28,chr2,72129237.0,321085659.0,2p13.2
GPR84,136.26682190169893,1.8342084437628216e-28,chr12,54362444.0,1998130117.0,12q13.13
CCDC8,136.06877780493372,1.9889280012234158e-28,chr19,46410328.0,2700821616.0,19q13.32
JAM3,136.0424903950004,2.0104262986602432e-28,chr11,134068924.0,1942749975.0,11q25
ELA2,135.89080851580138,2.1391089014241994e-28,chr19,852302.0,2655263590.0,19p13.3
ZNF707,135.8720601805354,2.155578048337867e-28,chr8,143684478.0,1535034754.0,8q24.3
PPBP,135.76285428842522,2.2540690407828545e-28,chr4,73986438.0,763431948.0,4q13.3
NLRP1,135.73732000354462,2.2777419882468157e-28,chr17,5501395.0,2496281957.0,17p13.2
JPH2,135.71903230122817,2.2948497812066437e-28,chr20,44106590.0,2757135494.0,20q13.12
REEP4,135.71713171325388,2.2966351249275007e-28,chr8,22138019.0,1413488295.0,8p21.3
RASIP1,135.71440818323384,2.2991959407373703e-28,chr19,48720584.0,2703131872.0,19q13.33
NR2F6,135.7143975567203,2.2992059379916923e-28,chr19,17231884.0,2671643172.0,19p13.11
ART4,135.678842714962,2.3329008044213482e-28,chr12,14825568.0,1958593241.0,12p12.3
HIST1H2BJ,135.66103767234466,2.3499601775607695e-28,chr6,27132315.0,1088330639.0,6p22.1
C14orf122,135.48029702276173,2.53037838931194e-28,chr14,24138964.0,2215546274.0,14q12
CAPZA3,135.42491598069256,2.588395293313835e-28,chr12,18738118.0,1962505791.0,12p12.3
PWWP2,135.41279630587732,2.601268787740216e-28,chr10,132397199.0,1807280828.0,10q26.3
ADAM19,135.37293501451842,2.644064289166465e-28,chr5,157477303.0,1037137368.0,5q33.3
BMPER,135.24673653814423,2.7842678324608757e-28,chr7,33904914.0,1265909217.0,7p14.3
HES6,135.1347823341168,2.9148799778225105e-28,chr2,238238266.0,487194688.0,2q37.3
DTWD1,135.12791964379568,2.9230835275362494e-28,chr15,49621047.0,2348072075.0,15q21.2
VAMP8,135.03967420903672,3.0306584295532276e-28,chr2,85577585.0,334534007.0,2p11.2
YIF1A,135.004154240187,3.0750721455095465e-28,chr11,66284579.0,1874965630.0,11q13.2
KIF3B,134.9447542540571,3.1508094652426752e-28,chr20,32277650.0,2745306554.0,20q11.21
ARPC1B,134.94331743245283,3.1526644738256326e-28,chr7,99374729.0,1331379032.0,7q22.1
EPS15L1,134.82932769266216,3.303378043032205e-28,chr19,16355243.0,2670766531.0,19p13.11
RIC3,134.8166724363156,3.3205501747428063e-28,chr11,8092964.0,1816774015.0,11p15.4
SCRN2,134.81573137597232,3.3218306880650164e-28,chr17,47837691.0,2538618253.0,17q21.32
C15orf15,134.7511828370917,3.410855852869839e-28,chr15,55180805.0,2353631833.0,15q21.3
ISCU,134.7355137405945,3.4328253717564915e-28,chr12,108561462.0,2052329135.0,12q23.3
PUSL1,134.7026232940691,3.4794037950974883e-28,chr1,1308579.0,1308579.0,1p36.33
PSD2,134.6648881322082,3.5336249389136475e-28,chr5,139795807.0,1019455872.0,5q31.2
MAST2,134.5624575343651,3.6851194251458386e-28,chr1,45803606.0,45803606.0,1p34.1
ANGPTL4,134.55998610654217,3.6888540882173555e-28,chr19,8364154.0,2662775442.0,19p13.2
MMRN2,134.41870607437548,3.908784293185503e-28,chr10,86935540.0,1761819169.0,10q23.2
NFATC2IP,134.38130533019145,3.9691775150863653e-28,chr16,28950996.0,2429393213.0,16p11.2
FOXH1,134.2369611909777,4.211170934217172e-28,chr8,144473411.0,1535823687.0,8q24.3
RNF180,134.2105294339531,4.257061902709357e-28,chr5,64165842.0,943825907.0,5q12.3
MEST,134.20012586204945,4.275261982843339e-28,chr7,130486174.0,1362490477.0,7q32.2
HOXA9,134.12886493633843,4.402043248620019e-28,chr7,27162437.0,1259166740.0,7p15.2
PHTF1,134.1010631419406,4.45252285963744e-28,chr1,113696830.0,113696830.0,1p13.2
KIAA0226,134.07215901029323,4.50561999953424e-28,chr3,197668866.0,688818817.0,3q29
OVOL2,134.06038300204028,4.527434380403625e-28,chr20,18024151.0,2731053055.0,20p11.23
ORMDL2,133.9213726203066,4.793095690782273e-28,chr12,55818040.0,1999585713.0,12q13.2
ADHFE1,133.91462485877528,4.806382194356934e-28,chr8,66432503.0,1457782779.0,8q13.1
REV3L,133.86215795455615,4.910959706207279e-28,chr6,111299030.0,1172497354.0,6q21
TIPARP,133.8516354500231,4.932206583007767e-28,chr3,156674589.0,647824540.0,3q25.31
SLC27A4,133.84554459490812,4.944547268808909e-28,chr9,128340526.0,1664829438.0,9q34.11
C1orf183,133.82731106804064,4.981675760568855e-28,chr1,111722063.0,111722063.0,1p13.2
AKAP11,133.7609912876377,5.119096379991783e-28,chr13,42272151.0,2119315133.0,13q14.11
GSTM5,133.74638914010586,5.1498607558479645e-28,chr1,109712250.0,109712250.0,1p13.3
ELF3,133.63864769275423,5.382664054649992e-28,chr1,202010586.0,202010586.0,1q32.1
NSF,133.57223397646712,5.531400162546919e-28,chr17,46590668.0,2537371230.0,17q21.31
ZC3H3,133.53334897102914,5.620391870069005e-28,chr8,143437658.0,1534787934.0,8q24.3
C1orf31,133.33885457777896,6.087547767773171e-28,chr1,234373455.0,234373455.0,1q42.2
CBX8,133.3368179195876,6.0926403551659765e-28,chr17,79792131.0,2570572693.0,17q25.3
CRY2,133.32967974652658,6.110522862976672e-28,chr11,45847117.0,1854528168.0,11p11.2
RNASE7,133.32066258675906,6.133187910022453e-28,chr14,21042361.0,2212449671.0,14q11.2
C21orf45,133.26344369303337,6.278989570560143e-28,chr21,32268228.0,2809741299.0,21q22.11
SERINC1,133.23259267669326,6.3590403582097475e-28,chr6,122443350.0,1183641674.0,6q22.31
RPL3,133.16112425972975,6.548439947732524e-28,chr22,39312881.0,2863495935.0,22q13.1
TMEM16F,133.14581582796882,6.58973958018812e-28,chr12,45216094.0,1988983767.0,12q12
ACSM2B,133.14551455936905,6.590554970582363e-28,chr16,20536230.0,2420978447.0,16p12.3
LOC200810,133.11952417762552,6.661281023290222e-28,,,,
MET,133.11329211090035,6.678352877126351e-28,chr7,116672195.0,1348676498.0,7q31.2
ITM2B,133.1085797573378,6.691290840171113e-28,chr13,48233205.0,2125276187.0,13q14.2
RPL10A,133.06890121171,6.801232309308877e-28,chr6,35468400.0,1096666724.0,6p21.31
DKFZP564O0523,132.9492848156777,7.14375840375922e-28,,,,
BRIP1,132.94433810338495,7.158290418424344e-28,chr17,61679138.0,2552459700.0,17q23.2
UBE2I,132.92947288513417,7.2021389076136754e-28,chr16,1309151.0,2401751368.0,16p13.3
FIBP,132.8740658868443,7.367963037786409e-28,chr11,65883739.0,1874564790.0,11q13.1
TCF15,132.87374019592284,7.368949019494111e-28,chr20,603992.0,2713632896.0,20p13
C9orf100,132.8098941861941,7.564813141410747e-28,chr9,35659342.0,1572148254.0,9p13.3
LOC91461,132.79243644789653,7.61927306597656e-28,,,,
NUP62,132.75548919875828,7.735832077122561e-28,chr19,49906825.0,2704318113.0,19q13.33
CD34,132.7391471211925,7.787956267997311e-28,chr1,207880971.0,207880971.0,1q32.2
STIP1,132.69276249750055,7.9378311690650295e-28,chr11,64185271.0,1872866322.0,11q13.1
ZNF710,132.6346709764958,8.129621848159069e-28,chr15,90001323.0,2388452351.0,15q26.1
LUZP2,132.53878690271588,8.456412323424061e-28,chr11,24497052.0,1833178103.0,11p14.3
HNMT,132.47134527095065,8.694132420006565e-28,chr2,137964472.0,386920894.0,2q22.1
OTUD7B,132.47065028755992,8.696616707097096e-28,chr1,149937811.0,149937811.0,1q21.2
SFPQ,132.26089828024223,9.479907315078945e-28,chr1,35176377.0,35176377.0,1p34.3
SEMA7A,132.0920474032646,1.0161614133733822e-27,chr15,74409283.0,2372860311.0,15q24.1
C17orf62,132.07628163535037,1.0227724305098024e-27,chr17,82442585.0,2573223147.0,17q25.3
PIGQ,132.06201522977832,1.0287919166652142e-27,chr16,569967.0,2401012184.0,16p13.3
BNIP2,132.04298983359485,1.036874740756804e-27,chr15,59659145.0,2358110173.0,15q22.2
SLC39A3,132.00559961076036,1.0529459143927306e-27,chr19,2732524.0,2657143812.0,19p13.3
ZC3H12C,131.98295376033406,1.0628009251734708e-27,chr11,110093391.0,1918774442.0,11q22.3
C6orf60,131.94386070528176,1.0800317385152355e-27,chr6,118959762.0,1180158086.0,6q22.31
NIBP,131.76601470637337,1.1620277654232215e-27,chr8,139727725.0,1531078001.0,8q24.3
ASTN1,131.7615327926733,1.1641729420225821e-27,chr1,176857304.0,176857304.0,1q25.2
PERF15,131.65062608192596,1.218540900744609e-27,chr8,81458252.0,1472808528.0,8q21.13
